gene_id,symbol,entrez_gid,transcript_name,ensembl_tid,full_name
"324","ANGEL1","23357","ANGEL1-201","ENST00000251089","angel homolog 1"
"325","RNF14","9604","RNF14-212","ENST00000511961","ring finger protein 14"
"326","DNASE1L1","1774","DNASE1L1-203","ENST00000369807","deoxyribonuclease 1 like 1"
"327","DDX11","1663","DDX11-223","ENST00000542838","DEAD/H-box helicase 11"
"328","HEBP1","50865","HEBP1-201","ENST00000014930","heme binding protein 1"
"329","GPRC5A","9052","GPRC5A-201","ENST00000014914","G protein-coupled receptor class C group 5 member A"
"330","MAMLD1","10046","MAMLD1-207","ENST00000468306","mastermind like domain containing 1"
"331","CD6","923","CD6-201","ENST00000313421","CD6 molecule"
"332","TACC3","10460","TACC3-203","ENST00000458173","transforming acidic coiled-coil containing protein 3"
"333","UFL1","23376","UFL1-202","ENST00000461673","UFM1 specific ligase 1"
"334","ZC3H3","23144","ZC3H3-201","ENST00000262577","zinc finger CCCH-type containing 3"
"335","CAPN1","823","CAPN1-215","ENST00000528396","calpain 1"
"336","ACPP","55","ACPP-201","ENST00000336375","acid phosphatase 3"
"337","MDH1","4190","MDH1-213","ENST00000485781","malate dehydrogenase 1"
"338","SLC30A9","10463","SLC30A9-201","ENST00000264451","solute carrier family 30 member 9"
"339","MTMR11","10903","MTMR11-203","ENST00000466496","myotubularin related protein 11"
"340","CCDC88C","440193","CCDC88C-211","ENST00000556726","coiled-coil domain containing 88C"
"341","YAF2","10138","YAF2-201","ENST00000327791","YY1 associated factor 2"
"342","ZMYND11","10771","ZMYND11-211","ENST00000439456","zinc finger MYND-type containing 11"
"343","WAS","7454","WAS-202","ENST00000450772","WASP actin nucleation promoting factor"
"344","DPEP1","1800","DPEP1-209","ENST00000570029","dipeptidase 1"
"345","BID","637","BID-201","ENST00000317361","BH3 interacting domain death agonist"
"346","NPC1L1","29881","NPC1L1-201","ENST00000289547","NPC1 like intracellular cholesterol transporter 1"
"347","XYLT2","64132","XYLT2-201","ENST00000017003","xylosyltransferase 2"
"348","STMN4","81551","STMN4-202","ENST00000350889","stathmin 4"
"349","NUDCD3","23386","NUDCD3-202","ENST00000355451","NudC domain containing 3"
"350","ISL1","3670","ISL1-201","ENST00000230658","ISL LIM homeobox 1"
"351","CHDH","55349","CHDH-201","ENST00000315251","choline dehydrogenase"
"352","IL20RA","53832","IL20RA-201","ENST00000316649","interleukin 20 receptor subunit alpha"
"353","CLCA1","1179","CLCA1-201","ENST00000234701","chloride channel accessory 1"
"354","CLCA4","22802","CLCA4-201","ENST00000370563","chloride channel accessory 4"
"355","GLT8D1","55830","GLT8D1-201","ENST00000266014","glycosyltransferase 8 domain containing 1"
"356","ATP2C1","27032","ATP2C1-210","ENST00000505330","ATPase secretory pathway Ca2+ transporting 1"
"357","IGF1","3479","IGF1-202","ENST00000337514","insulin like growth factor 1"
"358","SLC38A5","92745","SLC38A5-210","ENST00000595796","solute carrier family 38 member 5"
"359","RALBP1","10928","RALBP1-201","ENST00000019317","ralA binding protein 1"
"360","RUFY3","22902","RUFY3-213","ENST00000514898","RUN and FYVE domain containing 3"
"361","CNTN1","1272","CNTN1-203","ENST00000547702","contactin 1"
"362","SLC11A1","6556","SLC11A1-205","ENST00000468221","solute carrier family 11 member 1"
"363","WWTR1","25937","WWTR1-203","ENST00000465804","WW domain containing transcription regulator 1"
"364","AGPS","8540","AGPS-201","ENST00000264167","alkylglycerone phosphate synthase"
"365","CXorf56","63932","CXorf56-201","ENST00000320339","chromosome X open reading frame 56"
"366","ATP1A2","477","ATP1A2-207","ENST00000472488","ATPase Na+/K+ transporting subunit alpha 2"
"367","TTC27","55622","TTC27-205","ENST00000448773","tetratricopeptide repeat domain 27"
"368","ZNF582","147948","ZNF582-204","ENST00000589143","zinc finger protein 582"
"369","VSIG2","23584","VSIG2-201","ENST00000326621","V-set and immunoglobulin domain containing 2"
"370","PHLDB1","23187","PHLDB1-202","ENST00000361417","pleckstrin homology like domain family B member 1"
"371","MARCO","8685","MARCO-201","ENST00000327097","macrophage receptor with collagenous structure"
"372","CYP24A1","1591","CYP24A1-201","ENST00000216862","cytochrome P450 family 24 subfamily A member 1"
"373","PRDM11","56981","PRDM11-204","ENST00000530656","PR/SET domain 11"
"374","SYT13","57586","SYT13-201","ENST00000020926","synaptotagmin 13"
"375","SNAI2","6591","SNAI2-201","ENST00000020945","snail family transcriptional repressor 2"
"376","CD74","972","CD74-201","ENST00000009530","CD74 molecule"
"377","HGF","3082","HGF-201","ENST00000222390","hepatocyte growth factor"
"378","ZRANB1","54764","ZRANB1-201","ENST00000359653","zinc finger RANBP2-type containing 1"
"379","NCDN","23154","NCDN-204","ENST00000423723","neurochondrin"
"380","ADGRA2","25960","ADGRA2-203","ENST00000428068","adhesion G protein-coupled receptor A2"
"381","ZFP64","55734","ZFP64-205","ENST00000371518","ZFP64 zinc finger protein"
"382","SAMD4A","23034","SAMD4A-214","ENST00000673751","sterile alpha motif domain containing 4A"
"383","RUNX3","864","RUNX3-201","ENST00000308873","RUNX family transcription factor 3"
"384","MRE11","4361","MRE11-201","ENST00000323929","MRE11 homolog, double strand break repair nuclease"
"385","PLEKHB1","58473","PLEKHB1-202","ENST00000354190","pleckstrin homology domain containing B1"
"386","SERPINB1","1992","SERPINB1-201","ENST00000380739","serpin family B member 1"
"387","CYP3A43","64816","CYP3A43-204","ENST00000354829","cytochrome P450 family 3 subfamily A member 43"
"388","SLC7A9","11136","SLC7A9-204","ENST00000590341","solute carrier family 7 member 9"
"389","SPAST","6683","SPAST-201","ENST00000315285","spastin"
"390","NRXN3","9369","NRXN3-217","ENST00000634499","neurexin 3"
"391","OSBPL5","114879","OSBPL5-208","ENST00000478260","oxysterol binding protein like 5"
"392","AQR","9716","AQR-201","ENST00000156471","aquarius intron-binding spliceosomal factor"
"393","CPS1","1373","CPS1-215","ENST00000673711","carbamoyl-phosphate synthase 1"
"394","C8B","732","C8B-201","ENST00000371237","complement C8 beta chain"
"395","FHL1","2273","FHL1-227","ENST00000629039","four and a half LIM domains 1"
"396","RTF2","51507","RTF2-202","ENST00000357348","replication termination factor 2"
"397","GABRA1","2554","GABRA1-219","ENST00000638112","gamma-aminobutyric acid type A receptor subunit alpha1"
"398","NLRP2","55655","NLRP2-219","ENST00000588619","NLR family pyrin domain containing 2"
"399","SLC45A4","57210","SLC45A4-203","ENST00000519067","solute carrier family 45 member 4"
"400","RNF10","9921","RNF10-213","ENST00000539486","ring finger protein 10"
"401","ZNF839","55778","ZNF839-206","ENST00000558850","zinc finger protein 839"
"402","ZDHHC6","64429","ZDHHC6-205","ENST00000626395","zinc finger DHHC-type palmitoyltransferase 6"
"403","GRAMD1B","57476","GRAMD1B-216","ENST00000638157","GRAM domain containing 1B"
"404","RNH1","6050","RNH1-224","ENST00000534797","ribonuclease/angiogenin inhibitor 1"
"405","NDUFS1","4719","NDUFS1-201","ENST00000233190","NADH:ubiquinone oxidoreductase core subunit S1"
"406","RB1CC1","9821","RB1CC1-201","ENST00000025008","RB1 inducible coiled-coil 1"
"407","ERP44","23071","ERP44-201","ENST00000262455","endoplasmic reticulum protein 44"
"408","ALAS1","211","ALAS1-204","ENST00000469224","5'-aminolevulinate synthase 1"
"409","BIRC3","330","BIRC3-203","ENST00000527309","baculoviral IAP repeat containing 3"
"410","AKAP11","11215","AKAP11-201","ENST00000025301","A-kinase anchoring protein 11"
"411","GLRX2","51022","GLRX2-204","ENST00000608166","glutaredoxin 2"
"412","SNAPC1","6617","SNAPC1-201","ENST00000216294","small nuclear RNA activating complex polypeptide 1"
"413","DERA","51071","DERA-201","ENST00000428559","deoxyribose-phosphate aldolase"
"414","STRAP","11171","STRAP-206","ENST00000541731","serine/threonine kinase receptor associated protein"
"415","ABCC2","1244","ABCC2-207","ENST00000648689","ATP binding cassette subfamily C member 2"
"416","DEF6","50619","DEF6-201","ENST00000316637","DEF6 guanine nucleotide exchange factor"
"417","PLEKHO1","51177","PLEKHO1-208","ENST00000502767","pleckstrin homology domain containing O1"
"418","GCLM","2730","GCLM-201","ENST00000370238","glutamate-cysteine ligase modifier subunit"
"419","UBR2","23304","UBR2-203","ENST00000372903","ubiquitin protein ligase E3 component n-recognin 2"
"420","EHD2","30846","EHD2-201","ENST00000263277","EH domain containing 2"
"421","DEPDC1","55635","DEPDC1-202","ENST00000456315","DEP domain containing 1"
"422","CCDC28A","25901","CCDC28A-201","ENST00000332797","coiled-coil domain containing 28A"
"423","RRAGD","58528","RRAGD-202","ENST00000369415","Ras related GTP binding D"
"424","HSF2","3298","HSF2-201","ENST00000368455","heat shock transcription factor 2"
"425","PHF20","51230","PHF20-207","ENST00000461122","PHD finger protein 20"
"426","HSD17B6","8630","HSD17B6-206","ENST00000555159","hydroxysteroid 17-beta dehydrogenase 6"
"427","NR1H3","10062","NR1H3-226","ENST00000495866","nuclear receptor subfamily 1 group H member 3"
"428","TYMP","1890","TYMP-213","ENST00000651490","thymidine phosphorylase"
"429","NCAPH2","29781","NCAPH2-205","ENST00000420993","non-SMC condensin II complex subunit H2"
"430","TOMM34","10953","TOMM34-201","ENST00000372813","translocase of outer mitochondrial membrane 34"
"431","SEC63","11231","SEC63-201","ENST00000369002","SEC63 homolog, protein translocation regulator"
"432","KPNA6","23633","KPNA6-201","ENST00000373625","karyopherin subunit alpha 6"
"433","VIM","7431","VIM-209","ENST00000544301","vimentin"
"434","FAS","355","FAS-217","ENST00000612663","Fas cell surface death receptor"
"435","CD44","960","CD44-201","ENST00000263398","CD44 molecule (Indian blood group)"
"436","KCNG1","3755","KCNG1-201","ENST00000371571","potassium voltage-gated channel modifier subfamily G member 1"
"437","AGPAT4","56895","AGPAT4-201","ENST00000320285","1-acylglycerol-3-phosphate O-acyltransferase 4"
"438","SLAMF7","57823","SLAMF7-209","ENST00000488819","SLAM family member 7"
"439","BTN3A1","11119","BTN3A1-208","ENST00000476549","butyrophilin subfamily 3 member A1"
"440","MIPEP","4285","MIPEP-203","ENST00000464194","mitochondrial intermediate peptidase"
"441","PRKCH","5583","PRKCH-213","ENST00000555185","protein kinase C eta"
"442","INSRR","3645","INSRR-201","ENST00000368195","insulin receptor related receptor"
"443","IFNGR1","3459","IFNGR1-201","ENST00000367739","interferon gamma receptor 1"
"444","B4GALT7","11285","B4GALT7-201","ENST00000029410","beta-1,4-galactosyltransferase 7"
"445","SH2D2A","9047","SH2D2A-201","ENST00000368198","SH2 domain containing 2A"
"446","VRK2","7444","VRK2-210","ENST00000648897","VRK serine/threonine kinase 2"
"447","TNFRSF1B","7133","TNFRSF1B-201","ENST00000376259","TNF receptor superfamily member 1B"
"448","VEZT","55591","VEZT-222","ENST00000549589","vezatin, adherens junctions transmembrane protein"
"449","POU2F2","5452","POU2F2-202","ENST00000389341","POU class 2 homeobox 2"
"450","BRD9","65980","BRD9-210","ENST00000493082","bromodomain containing 9"
"451","SNX1","6642","SNX1-211","ENST00000560829","sorting nexin 1"
"452","TBPL1","9519","TBPL1-204","ENST00000416965","TATA-box binding protein like 1"
"453","ARNTL2","56938","ARNTL2-208","ENST00000544915","aryl hydrocarbon receptor nuclear translocator like 2"
"454","BCLAF1","9774","BCLAF1-224","ENST00000640069","BCL2 associated transcription factor 1"
"455","SLC39A9","55334","SLC39A9-208","ENST00000556125","solute carrier family 39 member 9"
"456","ANK1","286","ANK1-205","ENST00000347528","ankyrin 1"
"457","IBSP","3381","IBSP-201","ENST00000226284","integrin binding sialoprotein"
"458","TFB1M","51106","TFB1M-201","ENST00000367166","transcription factor B1, mitochondrial"
"459","RABEP1","9135","RABEP1-207","ENST00000575991","rabaptin, RAB GTPase binding effector protein 1"
"460","HMGB3","3149","HMGB3-202","ENST00000419110","high mobility group box 3"
"461","NUP160","23279","NUP160-201","ENST00000378460","nucleoporin 160"
"462","MUSK","4593","MUSK-205","ENST00000374448","muscle associated receptor tyrosine kinase"
"463","GRN","2896","GRN-201","ENST00000053867","granulin precursor"
"464","FAM13B","51306","FAM13B-201","ENST00000033079","family with sequence similarity 13 member B"
"465","ARHGAP31","57514","ARHGAP31-201","ENST00000264245","Rho GTPase activating protein 31"
"466","CENPQ","55166","CENPQ-201","ENST00000335783","centromere protein Q"
"467","SARS1","6301","SARS1-201","ENST00000234677","seryl-tRNA synthetase 1"
"468","RANBP3","8498","RANBP3-203","ENST00000439268","RAN binding protein 3"
"469","ARID4A","5926","ARID4A-202","ENST00000355431","AT-rich interaction domain 4A"
"470","EIPR1","7260","EIPR1-212","ENST00000478754","EARP complex and GARP complex interacting protein 1"
"471","PNPLA6","10908","PNPLA6-201","ENST00000221249","patatin like phospholipase domain containing 6"
"472","IFT88","8100","IFT88-202","ENST00000351808","intraflagellar transport 88"
"473","ALG1","56052","ALG1-209","ENST00000650085","ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase"
"474","ZCCHC8","55596","ZCCHC8-207","ENST00000543897","zinc finger CCHC-type containing 8"
"475","CHPF2","54480","CHPF2-203","ENST00000482173","chondroitin polymerizing factor 2"
"476","LRRC7","57554","LRRC7-214","ENST00000651989","leucine rich repeat containing 7"
"477","FUT8","2530","FUT8-203","ENST00000360689","fucosyltransferase 8"
"478","UBA6","55236","UBA6-201","ENST00000322244","ubiquitin like modifier activating enzyme 6"
"479","GAB2","9846","GAB2-201","ENST00000340149","GRB2 associated binding protein 2"
"480","ATP6V0A1","535","ATP6V0A1-203","ENST00000393829","ATPase H+ transporting V0 subunit a1"
"481","PIAS1","8554","PIAS1-201","ENST00000249636","protein inhibitor of activated STAT 1"
"482","SLC4A7","9497","SLC4A7-202","ENST00000419036","solute carrier family 4 member 7"
"483","APBA2","321","APBA2-212","ENST00000561069","amyloid beta precursor protein binding family A member 2"
"484","MAP2K3","5606","MAP2K3-204","ENST00000395491","mitogen-activated protein kinase kinase 3"
"485","EFCAB1","79645","EFCAB1-204","ENST00000521002","EF-hand calcium binding domain 1"
"486","TMSB10","9168","TMSB10-201","ENST00000233143","thymosin beta 10"
"487","ASTE1","28990","ASTE1-208","ENST00000514044","asteroid homolog 1"
"488","RNF19A","25897","RNF19A-205","ENST00000519449","ring finger protein 19A, RBR E3 ubiquitin protein ligase"
"489","PEX3","8504","PEX3-202","ENST00000367592","peroxisomal biogenesis factor 3"
"490","GABARAPL2","11345","GABARAPL2-201","ENST00000037243","GABA type A receptor associated protein like 2"
"491","MYOC","4653","MYOC-202","ENST00000638471","myocilin"
"492","SH3YL1","26751","SH3YL1-211","ENST00000460974","SH3 and SYLF domain containing 1"
"493","FAM136A","84908","FAM136A-201","ENST00000037869","family with sequence similarity 136 member A"
"494","VCL","7414","VCL-206","ENST00000623461","vinculin"
"495","DEPDC1B","55789","DEPDC1B-201","ENST00000265036","DEP domain containing 1B"
"496","DAPK2","23604","DAPK2-208","ENST00000559007","death associated protein kinase 2"
"497","NSMAF","8439","NSMAF-201","ENST00000038176","neutral sphingomyelinase activation associated factor"
"498","ADSS2","159","ADSS2-201","ENST00000366535","adenylosuccinate synthase 2"
"499","STAP1","26228","STAP1-201","ENST00000265404","signal transducing adaptor family member 1"
"500","TIMP2","7077","TIMP2-203","ENST00000585421","TIMP metallopeptidase inhibitor 2"
"501","RFC1","5981","RFC1-201","ENST00000349703","replication factor C subunit 1"
"502","TBC1D23","55773","TBC1D23-207","ENST00000485687","TBC1 domain family member 23"
"503","CUL3","8452","CUL3-201","ENST00000264414","cullin 3"
"504","MYOM2","9172","MYOM2-201","ENST00000262113","myomesin 2"
"505","CYP46A1","10858","CYP46A1-204","ENST00000554611","cytochrome P450 family 46 subfamily A member 1"
"506","AC118549.1","26009","AC118549.1-201","ENST00000481346","zinc finger ZZ-type containing 3"
"507","SLC18A1","6570","SLC18A1-201","ENST00000265808","solute carrier family 18 member A1"
"508","USP2","9099","USP2-202","ENST00000455332","ubiquitin specific peptidase 2"
"509","CASR","846","CASR-205","ENST00000639785","calcium sensing receptor"
"510","TUBG2","27175","TUBG2-201","ENST00000251412","tubulin gamma 2"
"511","FLT4","2324","FLT4-201","ENST00000261937","fms related receptor tyrosine kinase 4"
"512","NSUN2","54888","NSUN2-201","ENST00000264670","NOP2/Sun RNA methyltransferase 2"
"513","FBXO42","54455","FBXO42-201","ENST00000375592","F-box protein 42"
"514","MFAP3","4238","MFAP3-212","ENST00000522782","microfibril associated protein 3"
"515","MRI1","84245","MRI1-203","ENST00000588526","methylthioribose-1-phosphate isomerase 1"
"516","METTL1","4234","METTL1-202","ENST00000324871","methyltransferase like 1"
"517","AGA","175","AGA-201","ENST00000264595","aspartylglucosaminidase"
"518","PI4K2B","55300","PI4K2B-202","ENST00000512921","phosphatidylinositol 4-kinase type 2 beta"
"519","BOD1L1","259282","BOD1L1-201","ENST00000040738","biorientation of chromosomes in cell division 1 like 1"
"520","MAT2B","27430","MAT2B-201","ENST00000280969","methionine adenosyltransferase 2B"
"521","TLL1","7092","TLL1-201","ENST00000061240","tolloid like 1"
"522","TRIO","7204","TRIO-202","ENST00000344204","trio Rho guanine nucleotide exchange factor"
